timestamp,service,status,response_time_ms,error_rate_percent,uptime_percent
2026-03-08 15:25:36,Patient Records API,Down,221.39,7.44,93.55
2026-03-08 15:25:36,Appointment Booking API,Critical,518.02,4.6,97.28
2026-03-08 15:25:36,Lab Results API,Critical,426.67,6.37,99.19
2026-03-08 15:25:36,Pharmacy Service API,Warning,330.18,2.43,95.66
2026-03-08 15:25:36,Authentication Service,Critical,498.39,0.52,96.13
2026-03-08 15:25:36,Patient Records API,Down,507.26,4.59,94.97
2026-03-08 15:25:36,Appointment Booking API,Critical,174.3,5.5,96.5
2026-03-08 15:25:36,Lab Results API,Warning,144.76,2.46,95.86
2026-03-08 15:25:36,Pharmacy Service API,Down,507.08,4.45,93.19
2026-03-08 15:25:36,Authentication Service,Down,395.38,7.67,94.64
2026-03-08 15:25:41,Patient Records API,Critical,512.45,3.23,98.25
2026-03-08 15:25:41,Appointment Booking API,Critical,544.48,5.8,96.34
2026-03-08 15:25:41,Lab Results API,Warning,122.6,4.28,99.76
2026-03-08 15:25:41,Pharmacy Service API,Critical,450.71,4.35,98.67
2026-03-08 15:25:41,Authentication Service,Down,227.46,3.51,94.85
2026-03-08 15:25:41,Patient Records API,Critical,272.63,7.37,98.41
2026-03-08 15:25:41,Appointment Booking API,Critical,545.92,6.08,97.53
2026-03-08 15:25:41,Lab Results API,Critical,515.89,1.15,95.09
2026-03-08 15:25:41,Pharmacy Service API,Down,133.49,7.11,93.2
2026-03-08 15:25:41,Authentication Service,Critical,281.96,5.67,99.57
2026-03-08 15:25:47,Patient Records API,Critical,226.79,7.96,95.62
2026-03-08 15:25:47,Appointment Booking API,Down,415.27,1.81,93.38
2026-03-08 15:25:47,Lab Results API,Healthy,207.49,0.43,96.22
2026-03-08 15:25:47,Pharmacy Service API,Warning,298.08,0.73,95.66
2026-03-08 15:25:47,Authentication Service,Critical,113.84,7.85,95.45
2026-03-08 15:25:47,Patient Records API,Critical,518.11,6.86,99.02
2026-03-08 15:25:47,Appointment Booking API,Warning,342.93,4.82,97.5
2026-03-08 15:25:47,Lab Results API,Warning,287.12,0.14,98.07
2026-03-08 15:25:47,Pharmacy Service API,Down,236.02,6.91,94.63
2026-03-08 15:25:47,Authentication Service,Critical,161.06,6.44,99.03
2026-03-08 15:25:52,Patient Records API,Down,391.52,2.0,94.57
2026-03-08 15:25:52,Appointment Booking API,Critical,513.88,6.45,95.97
2026-03-08 15:25:52,Lab Results API,Down,330.89,0.99,93.78
2026-03-08 15:25:52,Pharmacy Service API,Warning,89.57,2.57,98.97
2026-03-08 15:25:52,Authentication Service,Healthy,137.16,0.67,96.79
2026-03-08 15:25:52,Patient Records API,Warning,96.3,3.8,97.44
2026-03-08 15:25:52,Appointment Booking API,Critical,261.57,7.66,99.67
2026-03-08 15:25:52,Lab Results API,Critical,171.57,5.03,98.05
2026-03-08 15:25:52,Pharmacy Service API,Critical,180.86,6.48,95.75
2026-03-08 15:25:52,Authentication Service,Warning,275.11,2.17,96.23
2026-03-08 15:25:57,Patient Records API,Warning,308.62,3.32,95.75
2026-03-08 15:25:57,Appointment Booking API,Down,543.1,3.66,94.36
2026-03-08 15:25:57,Lab Results API,Down,397.33,4.96,94.29
2026-03-08 15:25:57,Pharmacy Service API,Critical,527.4,7.26,98.88
2026-03-08 15:25:57,Authentication Service,Critical,444.21,5.13,95.59
2026-03-08 15:25:57,Patient Records API,Down,490.54,2.52,94.79
2026-03-08 15:25:57,Appointment Booking API,Warning,330.7,0.59,96.53
2026-03-08 15:25:57,Lab Results API,Down,491.88,7.1,94.5
2026-03-08 15:25:57,Pharmacy Service API,Warning,162.48,3.46,95.0
2026-03-08 15:25:57,Authentication Service,Healthy,138.28,0.76,96.21
2026-03-08 15:26:02,Patient Records API,Critical,214.96,7.83,95.83
2026-03-08 15:26:02,Appointment Booking API,Warning,261.06,1.73,96.15
2026-03-08 15:26:02,Lab Results API,Down,454.91,3.79,94.17
2026-03-08 15:26:02,Pharmacy Service API,Down,526.91,3.63,93.32
2026-03-08 15:26:02,Authentication Service,Critical,429.69,2.95,96.03
2026-03-08 15:26:02,Patient Records API,Warning,265.2,1.57,99.12
2026-03-08 15:26:02,Appointment Booking API,Warning,357.23,1.29,97.08
2026-03-08 15:26:02,Lab Results API,Critical,408.62,7.52,98.92
2026-03-08 15:26:02,Pharmacy Service API,Down,127.25,6.98,93.17
2026-03-08 15:26:02,Authentication Service,Warning,375.34,3.72,97.11
2026-03-08 15:26:08,Patient Records API,Critical,501.44,0.86,98.93
2026-03-08 15:26:08,Appointment Booking API,Critical,534.7,3.25,97.22
2026-03-08 15:26:08,Lab Results API,Down,270.59,1.74,94.21
2026-03-08 15:26:08,Pharmacy Service API,Critical,458.19,4.33,95.93
2026-03-08 15:26:08,Authentication Service,Critical,261.69,7.64,95.48
2026-03-08 15:26:08,Patient Records API,Healthy,135.68,1.43,95.23
2026-03-08 15:26:08,Appointment Booking API,Critical,454.16,5.87,99.75
2026-03-08 15:26:08,Lab Results API,Critical,434.93,6.81,96.44
2026-03-08 15:26:08,Pharmacy Service API,Down,291.43,1.44,94.05
2026-03-08 15:26:08,Authentication Service,Warning,132.31,2.76,96.98
2026-03-08 15:26:13,Patient Records API,Down,160.65,1.52,93.41
2026-03-08 15:26:13,Appointment Booking API,Warning,246.25,3.13,98.33
2026-03-08 15:26:13,Lab Results API,Warning,199.61,3.28,96.95
2026-03-08 15:26:13,Pharmacy Service API,Down,204.91,6.03,93.52
2026-03-08 15:26:13,Authentication Service,Critical,453.04,0.44,97.29
2026-03-08 15:26:13,Patient Records API,Down,306.88,5.88,93.06
2026-03-08 15:26:13,Appointment Booking API,Warning,317.61,3.45,98.15
2026-03-08 15:26:13,Lab Results API,Critical,362.56,7.19,95.29
2026-03-08 15:26:13,Pharmacy Service API,Warning,135.21,5.0,99.08
2026-03-08 15:26:13,Authentication Service,Down,125.24,2.13,94.48
2026-03-08 15:26:18,Patient Records API,Critical,352.92,7.5,99.52
2026-03-08 15:26:18,Appointment Booking API,Down,193.05,6.2,94.85
2026-03-08 15:26:18,Lab Results API,Warning,313.47,3.92,99.08
2026-03-08 15:26:18,Pharmacy Service API,Down,113.31,5.41,94.79
2026-03-08 15:26:18,Authentication Service,Warning,158.49,3.21,97.99
2026-03-08 15:26:18,Patient Records API,Critical,480.5,3.0,98.58
2026-03-08 15:26:18,Appointment Booking API,Critical,505.3,6.7,97.42
2026-03-08 15:26:18,Lab Results API,Critical,440.31,7.69,98.06
2026-03-08 15:26:18,Pharmacy Service API,Down,493.79,6.85,94.74
2026-03-08 15:26:18,Authentication Service,Down,234.44,2.44,93.43
2026-03-08 15:26:24,Patient Records API,Critical,526.42,7.78,97.56
2026-03-08 15:26:24,Appointment Booking API,Critical,84.59,6.02,98.16
2026-03-08 15:26:24,Lab Results API,Critical,386.69,6.32,96.12
2026-03-08 15:26:24,Pharmacy Service API,Warning,159.09,3.22,95.88
2026-03-08 15:26:24,Authentication Service,Critical,531.04,3.18,99.39
2026-03-08 15:26:24,Patient Records API,Critical,216.1,5.54,98.59
2026-03-08 15:26:24,Appointment Booking API,Down,398.06,3.17,94.79
2026-03-08 15:26:24,Lab Results API,Critical,263.22,6.13,97.29
2026-03-08 15:26:24,Pharmacy Service API,Down,103.8,7.69,93.7
2026-03-08 15:26:24,Authentication Service,Down,309.43,3.15,93.27
2026-03-08 15:26:29,Patient Records API,Warning,177.21,2.64,97.28
2026-03-08 15:26:29,Appointment Booking API,Critical,523.0,3.05,97.32
2026-03-08 15:26:29,Lab Results API,Warning,191.52,2.52,96.25
2026-03-08 15:26:29,Pharmacy Service API,Healthy,202.54,1.36,95.5
2026-03-08 15:26:29,Authentication Service,Down,172.52,2.42,94.73
2026-03-08 15:26:29,Patient Records API,Down,549.27,1.9,93.02
2026-03-08 15:26:29,Appointment Booking API,Warning,362.13,4.86,96.71
2026-03-08 15:26:29,Lab Results API,Down,546.17,2.11,93.7
2026-03-08 15:26:29,Pharmacy Service API,Warning,382.12,1.83,97.03
2026-03-08 15:26:29,Authentication Service,Warning,336.26,1.49,96.6
2026-03-08 15:26:34,Patient Records API,Critical,464.09,0.1,99.5
2026-03-08 15:26:34,Appointment Booking API,Critical,404.23,7.1,96.51
2026-03-08 15:26:34,Lab Results API,Down,429.4,1.34,94.63
2026-03-08 15:26:34,Pharmacy Service API,Warning,292.56,2.32,95.25
2026-03-08 15:26:34,Authentication Service,Down,518.94,1.23,93.26
2026-03-08 15:26:34,Patient Records API,Critical,328.64,7.53,96.05
2026-03-08 15:26:34,Appointment Booking API,Critical,263.71,7.91,99.28
2026-03-08 15:26:34,Lab Results API,Critical,479.34,5.58,98.22
2026-03-08 15:26:34,Pharmacy Service API,Healthy,194.73,1.44,98.94
2026-03-08 15:26:34,Authentication Service,Critical,423.91,2.66,99.51
2026-03-08 15:26:39,Patient Records API,Warning,315.69,4.66,99.39
2026-03-08 15:26:39,Appointment Booking API,Critical,206.15,6.87,95.43
2026-03-08 15:26:39,Lab Results API,Down,332.32,4.85,93.49
2026-03-08 15:26:39,Pharmacy Service API,Down,507.02,4.19,94.78
2026-03-08 15:26:39,Authentication Service,Critical,489.74,5.26,95.59
2026-03-08 15:26:39,Patient Records API,Warning,367.86,0.78,96.93
2026-03-08 15:26:39,Appointment Booking API,Down,487.33,2.21,93.68
2026-03-08 15:26:39,Lab Results API,Healthy,166.28,0.27,96.36
2026-03-08 15:26:39,Pharmacy Service API,Down,482.49,5.35,93.23
2026-03-08 15:26:39,Authentication Service,Warning,80.27,2.9,99.49
2026-03-08 15:26:44,Patient Records API,Down,429.68,1.93,93.96
2026-03-08 15:26:44,Appointment Booking API,Critical,461.2,7.53,97.08
2026-03-08 15:26:44,Lab Results API,Down,411.71,5.16,94.76
2026-03-08 15:26:44,Pharmacy Service API,Warning,136.6,4.33,97.12
2026-03-08 15:26:44,Authentication Service,Critical,492.34,3.93,98.08
2026-03-08 15:26:44,Patient Records API,Healthy,238.47,1.25,95.18
2026-03-08 15:26:44,Appointment Booking API,Down,357.53,5.21,94.64
2026-03-08 15:26:44,Lab Results API,Warning,289.88,3.69,96.04
2026-03-08 15:26:44,Pharmacy Service API,Warning,189.57,2.09,99.05
2026-03-08 15:26:44,Authentication Service,Down,211.47,1.58,93.73
2026-03-08 15:26:49,Patient Records API,Warning,171.65,4.1,97.09
2026-03-08 15:26:49,Appointment Booking API,Critical,337.68,7.64,97.54
2026-03-08 15:26:49,Lab Results API,Down,205.36,5.97,93.02
2026-03-08 15:26:49,Pharmacy Service API,Healthy,91.11,1.04,95.83
2026-03-08 15:26:49,Authentication Service,Critical,517.57,6.72,95.85
2026-03-08 15:26:49,Patient Records API,Down,324.7,3.84,94.87
2026-03-08 15:26:49,Appointment Booking API,Critical,470.57,2.23,95.25
2026-03-08 15:26:49,Lab Results API,Healthy,237.28,0.44,99.26
2026-03-08 15:26:49,Pharmacy Service API,Down,351.39,3.84,93.34
2026-03-08 15:26:49,Authentication Service,Down,335.36,0.51,94.29
2026-03-08 15:26:55,Patient Records API,Critical,502.25,5.93,97.16
2026-03-08 15:26:55,Appointment Booking API,Critical,476.11,0.67,96.94
2026-03-08 15:26:55,Lab Results API,Critical,454.03,1.75,99.83
2026-03-08 15:26:55,Pharmacy Service API,Healthy,105.99,0.38,98.05
2026-03-08 15:26:55,Authentication Service,Warning,322.68,3.67,97.58
2026-03-08 15:26:55,Patient Records API,Warning,122.1,3.47,95.34
2026-03-08 15:26:55,Appointment Booking API,Critical,107.01,6.99,98.38
2026-03-08 15:26:55,Lab Results API,Critical,163.78,7.61,99.35
2026-03-08 15:26:55,Pharmacy Service API,Down,189.99,6.22,94.44
2026-03-08 15:26:55,Authentication Service,Down,303.78,7.71,93.18
2026-03-08 15:27:00,Patient Records API,Critical,416.9,5.23,96.64
2026-03-08 15:27:00,Appointment Booking API,Down,107.68,2.74,93.66
2026-03-08 15:27:00,Lab Results API,Critical,393.96,5.39,97.42
2026-03-08 15:27:00,Pharmacy Service API,Critical,455.67,2.92,95.06
2026-03-08 15:27:00,Authentication Service,Critical,439.35,1.88,97.52
2026-03-08 15:27:00,Patient Records API,Critical,195.27,7.15,96.77
2026-03-08 15:27:00,Appointment Booking API,Warning,234.46,2.97,96.23
2026-03-08 15:27:00,Lab Results API,Critical,411.14,1.42,95.88
2026-03-08 15:27:00,Pharmacy Service API,Down,422.22,4.04,93.42
2026-03-08 15:27:00,Authentication Service,Critical,186.99,6.29,96.28
2026-03-08 15:27:05,Patient Records API,Down,106.29,5.16,93.06
2026-03-08 15:27:05,Appointment Booking API,Warning,310.53,0.12,95.91
2026-03-08 15:27:05,Lab Results API,Down,253.57,3.76,94.36
2026-03-08 15:27:05,Pharmacy Service API,Down,383.66,2.65,93.7
2026-03-08 15:27:05,Authentication Service,Warning,358.83,3.0,97.46
2026-03-08 15:27:05,Patient Records API,Critical,498.08,1.21,98.46
2026-03-08 15:27:05,Appointment Booking API,Down,160.26,0.44,94.89
2026-03-08 15:27:05,Lab Results API,Down,208.24,3.78,94.54
2026-03-08 15:27:05,Pharmacy Service API,Warning,149.96,3.06,95.26
2026-03-08 15:27:05,Authentication Service,Healthy,93.39,1.77,97.49
2026-03-08 15:27:10,Patient Records API,Warning,365.5,3.5,96.38
2026-03-08 15:27:10,Appointment Booking API,Critical,457.66,4.67,98.57
2026-03-08 15:27:10,Lab Results API,Down,433.03,7.4,93.35
2026-03-08 15:27:10,Pharmacy Service API,Warning,162.57,2.25,98.0
2026-03-08 15:27:10,Authentication Service,Warning,258.74,3.49,96.61
2026-03-08 15:27:10,Patient Records API,Critical,400.2,2.03,99.41
2026-03-08 15:27:10,Appointment Booking API,Down,162.79,1.89,93.84
2026-03-08 15:27:10,Lab Results API,Healthy,100.78,0.83,99.98
2026-03-08 15:27:10,Pharmacy Service API,Critical,297.27,6.97,95.25
2026-03-08 15:27:10,Authentication Service,Down,432.49,1.21,94.0
2026-03-08 15:27:15,Patient Records API,Critical,454.35,0.4,98.36
2026-03-08 15:27:15,Appointment Booking API,Down,310.91,1.11,93.16
2026-03-08 15:27:15,Lab Results API,Critical,547.08,4.89,95.2
2026-03-08 15:27:15,Pharmacy Service API,Down,499.38,3.69,93.44
2026-03-08 15:27:15,Authentication Service,Healthy,201.46,0.85,99.3
2026-03-08 15:27:15,Patient Records API,Critical,480.66,6.67,97.76
2026-03-08 15:27:15,Appointment Booking API,Healthy,184.68,1.47,95.06
2026-03-08 15:27:15,Lab Results API,Down,514.03,6.68,94.03
2026-03-08 15:27:15,Pharmacy Service API,Warning,325.48,0.35,98.38
2026-03-08 15:27:15,Authentication Service,Down,327.24,7.71,93.93
2026-03-08 15:27:20,Patient Records API,Healthy,213.02,1.26,99.37
2026-03-08 15:27:20,Appointment Booking API,Down,439.29,2.39,93.4
2026-03-08 15:27:20,Lab Results API,Down,282.13,0.9,93.86
2026-03-08 15:27:20,Pharmacy Service API,Critical,415.59,3.83,99.75
2026-03-08 15:27:20,Authentication Service,Down,512.6,3.67,94.63
2026-03-08 15:27:20,Patient Records API,Critical,150.07,7.77,97.87
2026-03-08 15:27:20,Appointment Booking API,Critical,441.02,1.51,97.98
2026-03-08 15:27:20,Lab Results API,Down,153.21,5.86,93.86
2026-03-08 15:27:20,Pharmacy Service API,Critical,86.32,6.5,99.22
2026-03-08 15:27:20,Authentication Service,Warning,307.74,0.7,96.54
2026-03-08 15:27:26,Patient Records API,Critical,474.94,2.81,96.43
2026-03-08 15:27:26,Appointment Booking API,Warning,346.54,2.33,96.92
2026-03-08 15:27:26,Lab Results API,Critical,269.19,6.52,96.98
2026-03-08 15:27:26,Pharmacy Service API,Critical,543.02,6.11,97.07
2026-03-08 15:27:26,Authentication Service,Healthy,158.16,0.85,95.24
2026-03-08 15:27:26,Patient Records API,Warning,334.65,0.11,96.41
2026-03-08 15:27:26,Appointment Booking API,Warning,267.08,1.82,95.72
2026-03-08 15:27:26,Lab Results API,Down,114.75,2.85,93.53
2026-03-08 15:27:26,Pharmacy Service API,Down,516.52,2.76,94.22
2026-03-08 15:27:26,Authentication Service,Warning,287.22,3.89,95.83
2026-03-08 15:27:31,Patient Records API,Down,98.39,0.64,94.82
2026-03-08 15:27:31,Appointment Booking API,Down,416.37,6.61,93.41
2026-03-08 15:27:31,Lab Results API,Down,179.94,3.7,93.43
2026-03-08 15:27:31,Pharmacy Service API,Healthy,243.68,1.15,97.2
2026-03-08 15:27:31,Authentication Service,Down,504.97,4.6,93.7
2026-03-08 15:27:31,Patient Records API,Warning,390.89,4.87,99.7
2026-03-08 15:27:31,Appointment Booking API,Critical,100.9,6.99,98.35
2026-03-08 15:27:31,Lab Results API,Critical,89.88,6.71,97.01
2026-03-08 15:27:31,Pharmacy Service API,Critical,410.67,7.2,97.44
2026-03-08 15:27:31,Authentication Service,Warning,399.38,2.85,99.48
2026-03-08 15:27:36,Patient Records API,Healthy,208.04,1.02,97.44
2026-03-08 15:27:36,Appointment Booking API,Warning,280.14,3.51,98.73
2026-03-08 15:27:36,Lab Results API,Down,515.59,7.42,94.9
2026-03-08 15:27:36,Pharmacy Service API,Down,379.01,6.57,94.51
2026-03-08 15:27:36,Authentication Service,Healthy,131.57,0.83,97.04
2026-03-08 15:27:36,Patient Records API,Warning,368.15,4.89,97.89
2026-03-08 15:27:36,Appointment Booking API,Critical,416.29,0.18,99.21
2026-03-08 15:27:36,Lab Results API,Warning,158.33,2.74,96.82
2026-03-08 15:27:36,Pharmacy Service API,Warning,291.29,0.65,96.62
2026-03-08 15:27:36,Authentication Service,Critical,427.03,1.06,96.07
2026-03-08 15:27:41,Patient Records API,Critical,464.55,7.12,96.35
2026-03-08 15:27:41,Appointment Booking API,Critical,81.12,5.83,97.87
2026-03-08 15:27:41,Lab Results API,Healthy,148.71,1.07,98.14
2026-03-08 15:27:41,Pharmacy Service API,Critical,477.86,1.17,95.24
2026-03-08 15:27:41,Authentication Service,Critical,500.8,5.55,98.73
2026-03-08 15:27:41,Patient Records API,Warning,303.53,2.89,99.03
2026-03-08 15:27:41,Appointment Booking API,Critical,542.17,5.68,95.34
2026-03-08 15:27:41,Lab Results API,Critical,501.03,6.31,99.89
2026-03-08 15:27:41,Pharmacy Service API,Critical,506.75,7.94,99.5
2026-03-08 15:27:41,Authentication Service,Critical,343.19,6.88,96.86
2026-03-08 15:27:46,Patient Records API,Down,437.58,5.5,94.42
2026-03-08 15:27:46,Appointment Booking API,Critical,206.48,7.26,95.23
2026-03-08 15:27:46,Lab Results API,Critical,294.09,6.59,97.58
2026-03-08 15:27:46,Pharmacy Service API,Critical,479.11,6.89,99.36
2026-03-08 15:27:46,Authentication Service,Critical,413.27,5.25,96.14
2026-03-08 15:27:46,Patient Records API,Warning,92.21,4.33,96.89
2026-03-08 15:27:46,Appointment Booking API,Down,339.43,6.3,94.19
2026-03-08 15:27:46,Lab Results API,Critical,484.44,1.26,97.54
2026-03-08 15:27:46,Pharmacy Service API,Critical,446.39,1.97,99.87
2026-03-08 15:27:46,Authentication Service,Warning,166.79,2.72,98.05
2026-03-08 15:27:51,Patient Records API,Critical,416.54,6.28,99.62
2026-03-08 15:27:51,Appointment Booking API,Warning,131.36,4.64,97.59
2026-03-08 15:27:51,Lab Results API,Critical,365.36,5.2,96.53
2026-03-08 15:27:51,Pharmacy Service API,Critical,505.01,1.52,97.26
2026-03-08 15:27:51,Authentication Service,Critical,291.67,5.65,97.18
2026-03-08 15:27:51,Patient Records API,Down,544.54,3.52,94.07
2026-03-08 15:27:51,Appointment Booking API,Critical,514.39,0.52,95.12
2026-03-08 15:27:51,Lab Results API,Critical,258.15,6.2,98.09
2026-03-08 15:27:51,Pharmacy Service API,Down,187.14,2.99,94.82
2026-03-08 15:27:51,Authentication Service,Down,296.58,7.15,94.38
2026-03-08 15:27:57,Patient Records API,Warning,304.08,1.42,96.09
2026-03-08 15:27:57,Appointment Booking API,Down,145.36,7.87,94.43
2026-03-08 15:27:57,Lab Results API,Warning,336.82,2.72,98.95
2026-03-08 15:27:57,Pharmacy Service API,Down,532.31,0.64,94.0
2026-03-08 15:27:57,Authentication Service,Warning,334.48,3.3,97.68
2026-03-08 15:27:57,Patient Records API,Down,200.39,3.64,94.92
2026-03-08 15:27:57,Appointment Booking API,Warning,254.28,2.81,96.01
2026-03-08 15:27:57,Lab Results API,Warning,275.67,3.54,96.12
2026-03-08 15:27:57,Pharmacy Service API,Critical,199.53,7.71,96.48
2026-03-08 15:27:57,Authentication Service,Warning,210.55,4.56,99.12
2026-03-08 15:28:02,Patient Records API,Critical,181.11,6.92,99.69
2026-03-08 15:28:02,Appointment Booking API,Warning,245.98,2.01,97.7
2026-03-08 15:28:02,Lab Results API,Critical,532.41,2.92,97.72
2026-03-08 15:28:02,Pharmacy Service API,Down,318.61,0.23,93.35
2026-03-08 15:28:02,Authentication Service,Critical,216.95,6.23,95.88
2026-03-08 15:28:02,Patient Records API,Down,282.78,7.86,94.96
2026-03-08 15:28:02,Appointment Booking API,Down,431.45,2.11,93.36
2026-03-08 15:28:02,Lab Results API,Down,267.79,2.04,94.16
2026-03-08 15:28:02,Pharmacy Service API,Down,94.58,7.51,93.89
2026-03-08 15:28:02,Authentication Service,Down,221.18,4.37,94.15
2026-03-08 15:28:07,Patient Records API,Down,297.66,5.98,94.41
2026-03-08 15:28:07,Appointment Booking API,Warning,289.06,1.2,95.56
2026-03-08 15:28:07,Lab Results API,Critical,387.11,5.38,95.94
2026-03-08 15:28:07,Pharmacy Service API,Critical,470.35,7.64,99.98
2026-03-08 15:28:07,Authentication Service,Down,445.93,6.29,93.85
2026-03-08 15:28:07,Patient Records API,Critical,498.25,0.6,97.68
2026-03-08 15:28:07,Appointment Booking API,Warning,88.64,3.44,97.53
2026-03-08 15:28:07,Lab Results API,Warning,284.8,3.44,97.23
2026-03-08 15:28:07,Pharmacy Service API,Critical,545.32,3.08,99.48
2026-03-08 15:28:07,Authentication Service,Warning,283.56,1.84,97.54
2026-03-08 15:28:12,Patient Records API,Critical,403.51,5.56,96.97
2026-03-08 15:28:12,Appointment Booking API,Healthy,240.61,0.57,96.57
2026-03-08 15:28:12,Lab Results API,Critical,415.54,0.65,99.09
2026-03-08 15:28:12,Pharmacy Service API,Warning,187.59,4.49,98.09
2026-03-08 15:28:12,Authentication Service,Down,141.39,5.19,94.35
2026-03-08 15:28:12,Patient Records API,Critical,515.37,0.81,97.26
2026-03-08 15:28:12,Appointment Booking API,Critical,538.88,3.38,99.35
2026-03-08 15:28:12,Lab Results API,Down,180.87,7.13,94.37
2026-03-08 15:28:12,Pharmacy Service API,Warning,383.79,4.59,98.59
2026-03-08 15:28:12,Authentication Service,Warning,387.45,4.5,95.49
2026-03-08 15:28:17,Patient Records API,Critical,415.3,7.76,97.41
2026-03-08 15:28:17,Appointment Booking API,Critical,144.31,5.87,97.44
2026-03-08 15:28:17,Lab Results API,Critical,332.61,5.83,97.15
2026-03-08 15:28:17,Pharmacy Service API,Warning,363.7,4.49,97.77
2026-03-08 15:28:17,Authentication Service,Critical,147.04,5.63,99.04
2026-03-08 15:28:17,Patient Records API,Warning,378.78,2.92,96.84
2026-03-08 15:28:17,Appointment Booking API,Warning,242.42,2.3,96.75
2026-03-08 15:28:17,Lab Results API,Down,120.67,3.74,94.25
2026-03-08 15:28:17,Pharmacy Service API,Critical,389.49,6.27,96.6
2026-03-08 15:28:17,Authentication Service,Warning,227.77,3.15,99.75
2026-03-08 15:28:22,Patient Records API,Down,442.32,3.93,94.95
2026-03-08 15:28:22,Appointment Booking API,Critical,140.92,5.02,96.8
2026-03-08 15:28:22,Lab Results API,Critical,467.33,6.08,97.99
2026-03-08 15:28:22,Pharmacy Service API,Critical,149.03,5.18,95.42
2026-03-08 15:28:22,Authentication Service,Healthy,177.57,0.42,96.26
2026-03-08 15:28:22,Patient Records API,Down,418.26,7.85,94.55
2026-03-08 15:28:22,Appointment Booking API,Healthy,118.12,1.42,95.62
2026-03-08 15:28:22,Lab Results API,Critical,176.06,7.68,95.4
2026-03-08 15:28:22,Pharmacy Service API,Down,162.48,0.44,94.34
2026-03-08 15:28:22,Authentication Service,Down,270.53,5.27,93.18
2026-03-08 15:28:27,Patient Records API,Critical,279.63,7.28,98.83
2026-03-08 15:28:27,Appointment Booking API,Warning,386.85,4.85,97.54
2026-03-08 15:28:27,Lab Results API,Down,88.45,2.54,94.05
2026-03-08 15:28:27,Pharmacy Service API,Warning,264.32,2.05,98.09
2026-03-08 15:28:27,Authentication Service,Down,258.96,5.75,93.03
2026-03-08 15:28:27,Patient Records API,Healthy,100.23,0.83,99.35
2026-03-08 15:28:27,Appointment Booking API,Warning,334.1,3.87,96.52
2026-03-08 15:28:27,Lab Results API,Down,178.76,5.88,94.21
2026-03-08 15:28:27,Pharmacy Service API,Critical,412.3,5.14,97.14
2026-03-08 15:28:27,Authentication Service,Down,536.21,1.18,94.29
2026-03-08 15:28:33,Patient Records API,Warning,307.56,4.75,95.54
2026-03-08 15:28:33,Appointment Booking API,Down,439.81,5.8,93.09
2026-03-08 15:28:33,Lab Results API,Warning,337.78,3.86,97.96
2026-03-08 15:28:33,Pharmacy Service API,Critical,467.88,7.82,96.17
2026-03-08 15:28:33,Authentication Service,Warning,394.48,3.24,96.18
2026-03-08 15:28:33,Patient Records API,Down,205.19,5.61,93.94
2026-03-08 15:28:33,Appointment Booking API,Warning,384.17,0.27,97.77
2026-03-08 15:28:33,Lab Results API,Down,416.0,5.09,94.49
2026-03-08 15:28:33,Pharmacy Service API,Critical,516.19,5.65,96.36
2026-03-08 15:28:33,Authentication Service,Critical,173.02,6.62,96.55
2026-03-08 15:28:38,Patient Records API,Warning,393.77,1.68,96.21
2026-03-08 15:28:38,Appointment Booking API,Critical,514.88,2.98,96.73
2026-03-08 15:28:38,Lab Results API,Down,123.03,4.72,93.38
2026-03-08 15:28:38,Pharmacy Service API,Critical,401.62,3.45,95.42
2026-03-08 15:28:38,Authentication Service,Down,504.26,7.42,93.32
2026-03-08 15:28:38,Patient Records API,Critical,428.36,2.04,96.38
2026-03-08 15:28:38,Appointment Booking API,Down,160.31,1.61,93.67
2026-03-08 15:28:38,Lab Results API,Critical,363.08,6.21,97.68
2026-03-08 15:28:38,Pharmacy Service API,Down,477.36,5.93,94.04
2026-03-08 15:28:38,Authentication Service,Critical,189.98,5.56,95.82
2026-03-08 15:28:43,Patient Records API,Down,388.35,7.1,93.88
2026-03-08 15:28:43,Appointment Booking API,Critical,489.23,7.65,98.97
2026-03-08 15:28:43,Lab Results API,Critical,129.08,7.17,96.69
2026-03-08 15:28:43,Pharmacy Service API,Healthy,200.19,0.32,97.83
2026-03-08 15:28:43,Authentication Service,Critical,319.17,5.05,95.91
2026-03-08 15:28:43,Patient Records API,Warning,270.35,0.97,96.4
2026-03-08 15:28:43,Appointment Booking API,Down,273.03,7.13,94.51
2026-03-08 15:28:43,Lab Results API,Warning,197.24,2.43,98.53
2026-03-08 15:28:43,Pharmacy Service API,Warning,136.31,4.52,97.62
2026-03-08 15:28:43,Authentication Service,Warning,337.03,4.53,96.58
2026-03-08 15:28:48,Patient Records API,Warning,359.68,2.04,99.12
2026-03-08 15:28:48,Appointment Booking API,Critical,250.55,7.59,95.67
2026-03-08 15:28:48,Lab Results API,Critical,489.6,6.08,95.39
2026-03-08 15:28:48,Pharmacy Service API,Critical,481.37,3.44,95.24
2026-03-08 15:28:48,Authentication Service,Critical,402.25,4.45,96.44
2026-03-08 15:28:48,Patient Records API,Warning,346.33,2.08,96.46
2026-03-08 15:28:48,Appointment Booking API,Down,399.0,2.34,94.78
2026-03-08 15:28:48,Lab Results API,Warning,257.55,3.23,98.12
2026-03-08 15:28:48,Pharmacy Service API,Critical,471.91,4.73,98.7
